,store_id_x,product_id_x,product_url,product_gender
306,3,1000383242024,http://groceries.asda.com/product/tobacconist/ske-disposable-crystal-bar-blueberry-peach-ice/1000383242024,2.0
307,3,1000383256933,http://groceries.asda.com/product/skin-care/tiger-moon-macadamia-multipurpose-balm-with-paw-paw-ml-----/1000383256933,2.0
308,3,910002403845,http://groceries.asda.com/product/hair-care-dye--styling/garnier-olia--super-light-beige-blond-no-ammonia-permanent-hair-dye/910002403845,0.0
309,3,1000383238855,http://groceries.asda.com/product/hair-care-dye--styling/head--shoulders-dermaxpro-soothing-comfort-conditioner-ml-with-aloe-vera-extract/1000383238855,0.0
310,3,1000383118673,http://groceries.asda.com/product/dental-care/listerine-mouthwash-flavours-spearmint/1000383118673,2.0
311,3,1000012277623,http://groceries.asda.com/product/hair-care-dye--styling/clairol-root-touchup--dark-blonde-hair-dye/1000012277623,0.0
312,3,1000383160815,http://groceries.asda.com/product/hair-care-dye--styling/tresemme-conditioner-hydrate--purify/1000383160815,2.0
313,3,1000051196408,http://groceries.asda.com/product/tobacconist/aqua-vape-blueberry-eliquid-mg/1000051196408,2.0
314,3,1000012279646,http://groceries.asda.com/product/hair-care-dye--styling/clairol-root-touchup--light-brown-hair-dye/1000012279646,0.0
315,3,910000412161,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-play-massage-in-sensual-lubricant-gel--ml/910000412161,2.0
316,3,1000383118258,http://groceries.asda.com/product/skin-care/aveeno-calm--restore-soothing-oat-toning-lotion/1000383118258,2.0
317,3,22975856,http://groceries.asda.com/product/hair-care-dye--styling/schwarzkopf-color-xxl-hd-intense-mystic-violet---permanent-hair-colour/22975856,0.0
318,3,1000215087857,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-play-water-based-feel-lubricant-gel-ml/1000215087857,2.0
319,3,1000383182257,http://groceries.asda.com/product/hair-care-dye--styling/schwarzkopf-oleo-intense-light-brown--permanent-colour/1000383182257,0.0
320,3,1000349565073,http://groceries.asda.com/product/hair-care-dye--styling/pantene-hair-biology--defrizz--illuminate-shampoo/1000349565073,0.0
321,3,29140488,http://groceries.asda.com/product/hair-care-dye--styling/garnier-nutrisse--black-permanent-hair-dye/29140488,0.0
322,3,1000383173756,http://groceries.asda.com/product/bath-shower--soap/nivea-creme-soft-shower-gel/1000383173756,2.0
323,3,1000383254132,http://groceries.asda.com/product/tobacconist/vuse-blue-raspberry-mgml/1000383254132,2.0
324,3,1000383191092,http://groceries.asda.com/product/cleaning/crease-protect-odour-buster-the-ultimate-sneaker-deodorant-ml/1000383191092,2.0
325,3,1000383118166,http://groceries.asda.com/product/hair-care-dye--styling/garnier-nutrisse-ultra-color--copper-passion-permanent-hair-dye/1000383118166,0.0
326,3,19952,http://groceries.asda.com/product/cleaning/domestos-thick-bleach-original--ml/19952,2.0
327,3,1000109748129,http://groceries.asda.com/product/cleaning/method-all-floor-cleaner-wild-rhubarb-ml/1000109748129,2.0
328,3,404540,http://groceries.asda.com/product/hair-care-dye--styling/garnier-nutrisse--extra-light-blonde-permanent-hair-dye/404540,0.0
329,3,1000318359991,http://groceries.asda.com/product/cleaning/zoflora-multipurpose-disinfectant-cleaner-lemon-zing/1000318359991,2.0
330,3,1000383217614,http://groceries.asda.com/product/tobacconist/blu-bar--apple-disposable-vape-mgml/1000383217614,2.0
331,3,1000383217897,http://groceries.asda.com/product/skin-care/simple-rich-face-cream-repairing--ml/1000383217897,2.0
332,3,1000017018609,http://groceries.asda.com/product/hair-care-dye--styling/aussie-miracle-moist-conditioner-for-dryreally-thirsty-hair/1000017018609,2.0
333,3,1000321309725,http://groceries.asda.com/product/cleaning/flash-speedmop-antibacterial-lemon-wet-floor-cleaning-wipes--wipes/1000321309725,2.0
334,3,1000383217985,http://groceries.asda.com/product/skin-care/loreal-paris-bright-reveal-uv-fluid-spf--for-face--niacinamide-and-lha--vitamin-e-ml/1000383217985,2.0
335,3,1000383181972,http://groceries.asda.com/product/hair-care-dye--styling/schwarzkopf-oleo-intense-permanent-oil-colouration--deep-brown/1000383181972,0.0
336,3,1000352218755,http://groceries.asda.com/product/dental-care/corsodyl-medicated-antibacterial-mouthwash-original-alcohol-free/1000352218755,2.0
337,3,1000383160662,http://groceries.asda.com/product/hair-care-dye--styling/tresemme-conditioner-rich-moisture/1000383160662,0.0
338,3,910001429741,http://groceries.asda.com/product/laundry/dettol-laundry-sanitiser-antibacterial-liquid-additive-sensitive/910001429741,2.0
339,3,910002073866,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-thin-feel--condoms/910002073866,1.0
340,3,910002058370,http://groceries.asda.com/product/cleaning/vileda-supermocio-compact-action-mop-xl/910002058370,0.0
341,3,1000383145970,http://groceries.asda.com/product/tobacconist/lost-mary-disposable-pod-bm-blue-razz-ice/1000383145970,2.0
342,3,1000215087892,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-thin-feel-close-fit--condoms/1000215087892,1.0
343,3,1000383251120,http://groceries.asda.com/product/skin-care/e-moisturiser-cream-for-dry-skin--eczema--g/1000383251120,2.0
344,3,1000383190190,http://groceries.asda.com/product/bath-shower--soap/cussons-creations-limited-editions-shower-gel-apricot--jungle-papaya-ml/1000383190190,2.0
345,3,1000012278991,http://groceries.asda.com/product/hair-care-dye--styling/clairol-nicen-easy-permanent-hair-dye--dark-brown/1000012278991,0.0
346,3,1000002781976,http://groceries.asda.com/product/dental-care/colgate-sensitive-with-sensifoam-multi-protection-toothpaste/1000002781976,2.0
347,3,910002073744,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-pleasure-me-ribbed-and-dotted--condoms/910002073744,1.0
348,3,9999999111239,http://groceries.asda.com/product/bath-shower--soap/palmolive-shower-gel--hand-wash-bundle/9999999111239,2.0
349,3,1000012279284,http://groceries.asda.com/product/hair-care-dye--styling/clairol-root-touchup-g-medium-golden-blonde-hair-dye/1000012279284,0.0
350,3,1000383167092,http://groceries.asda.com/product/eastern-european-food/oshee-vitamin-energy-recovery-diet-supplement-mintlemon-flavour-sparkling-drink-ml/1000383167092,2.0
351,3,910000424393,http://groceries.asda.com/product/hair-care-dye--styling/garnier-nutrisse--vibrant-red-permanent-hair-dye/910000424393,0.0
352,3,1000383172551,http://groceries.asda.com/product/bath-shower--soap/radox-mineral-therapy-body-wash-feel-moisturised/1000383172551,0.0
353,3,1000215087851,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-extra-safe-thick--condoms/1000215087851,1.0
354,3,910001417194,http://groceries.asda.com/product/hair-care-dye--styling/pantene-prov-repair--protect-shampoo-for-damaged-hair/910001417194,0.0
355,3,1000076839885,http://groceries.asda.com/product/tobacconist/ten-motives--regular/1000076839885,2.0
356,3,1000055245665,http://groceries.asda.com/product/dental-care/asda-mint-flavour-dental-flossers/1000055245665,2.0
357,3,910000431575,http://groceries.asda.com/product/bath-shower--soap/palmolive-naturals-milk--honey-shower-gel-pump/910000431575,2.0
358,3,910000929763,http://groceries.asda.com/product/skin-care/olay-total-effects--in--touch-of-foundation-bb-cream-spf--day-cream-fair/910000929763,0.0
359,3,1000383188082,http://groceries.asda.com/product/tobacconist/lost-mary-bm-blue-razz-cherry-disposable-vape/1000383188082,2.0
360,3,1000000984803,http://groceries.asda.com/product/childrens-health--wellness/colief-infant-drops-lactase-enzyme-drops/1000000984803,2.0
361,3,1000383191165,http://groceries.asda.com/product/hair-care-dye--styling/head--shoulders-bare-soothing-hydration-antidandruff-shampoo-minimal-ingredients--ml/1000383191165,2.0
362,3,1000039942658,http://groceries.asda.com/product/tobacconist/passing-clouds-clouds-menthol-mg-nicotine/1000039942658,2.0
365,3,32804989,http://groceries.asda.com/product/hair-care-dye--styling/loreal-casting-creme-gloss--mahogany-semi-permanent-hair-dye/32804989,0.0
373,3,32804985,http://groceries.asda.com/product/hair-care-dye--styling/loreal-casting-creme-gloss--medium-brown-semi-permanent-hair-dye/32804985,0.0
376,3,391793,http://groceries.asda.com/product/hair-care-dye--styling/loreal-excellence-creme--natural-light-brown-permanant-hair-dye/391793,0.0
377,3,1000102025573,http://groceries.asda.com/product/hair-care-dye--styling/clairol-nicen-easy-no-ammonia-hair-dye-light-golden-brown/1000102025573,0.0
378,3,394987,http://groceries.asda.com/product/hair-care-dye--styling/loreal-preference-infinia--florida-honey-blonde-permanent-hair-dye/394987,0.0
